expID,subID,ObjGazeProp
186,18637,0.835253754531331
186,18638,0.904809684101502
186,18639,0.708570688762299
186,18640,0.792011910926981
186,18641,0.845870015535992
186,18642,0.13030813050233
186,18643,0.703877524598653
186,18644,0.8364836872087
186,18645,0.836354220611082
186,18646,0.861729673744174
186,18647,0.82522009321595
186,18648,0.823407560849301
186,18649,0.856680476437079
186,18650,0.711095287415847
186,18651,0.85130761263594
186,18652,0.885260227861212
186,18654,0.834962454686691
186,18655,0.760260227861212
186,18656,0.834574054893837
186,18657,0.769355256343863
186,18658,0.708538322112895
186,18659,0.903935784567582
186,18660,0.77608751941999
186,18661,0.920734075608493
186,18662,0.595708182288969
186,18663,0.859852408078716
186,18664,0.79919730709477
186,18665,0.780586483687209
186,18666,0.836354220611082
186,18667,0.928437338166753
186,18668,0.855677110305541
186,18669,0.746989901605386
186,18670,0.877168565510098
186,18671,0.85871957534956
186,18672,0.902673485240808
187,18711,0.828100725012947
187,18712,0.897883221128949
187,18713,0.888140859658208
187,18714,0.539293112377007
187,18715,0.89542335577421
187,18716,0.839137752459865
187,18717,0.828100725012947
187,18718,0.70407172449508
187,18719,0.653320818228897
187,18720,0.867393837389953
187,18721,0.867167270844122
187,18722,0.662254013464526
187,18723,0.723944847229415
187,18724,0.77013205592957
187,18725,0.83560978767478
187,18726,0.78168694976696
187,18727,0.769873122734335
187,18728,0.748478767477991
187,18729,0.775375453133092
187,18730,0.599980580010357
187,18731,0.904453650958053
187,18732,0.808389435525634
187,18733,0.86140600725013
187,18734,0.803890471258415
187,18735,0.421284308648369
187,18736,0.907204816157431
187,18737,0.871763335059555
187,18738,0.918080010357328
187,18739,0.693876229932677
187,18740,0.67448860693941
187,18741,0.834509321595028
187,18742,0.0113930605903677
187,18743,0.657657949249094
187,18744,0.677272138788193
187,18745,0.805638270326256
187,18746,0.87027446918695
187,18747,0.830787156913516
187,18748,0.774631020196789
187,18749,0.854641377524599
187,18750,0.558259968928017
187,18751,0.849818746763335
187,18752,0.905877783531849
187,18753,0.847358881408597
187,18754,0.825543759709995
187,18755,0.774695753495598
187,18756,0.781816416364578
187,18757,0.801430605903677
187,18758,0.599495080269291
187,18759,0.905651216986018
187,18760,0.754563697566028
187,18761,0.9280489383739
187,18762,0.163548679440704
187,18763,0.772397721387882
187,18764,0.75559943034697
187,18765,0.831143190056965
187,18766,0.810590367685137
187,18767,0.923323407560849
187,18768,0.820106162610047
187,18770,0.892477990678405
187,18771,0.852084412221647
187,18772,0.902802951838426
188,18811,0.847714914552046
188,18812,0.32819782496116
188,18813,0.896329621957535
188,18814,0.650245986535474
188,18815,0.89600595546349
188,18816,0.856971776281719
188,18817,0.816286897980321
188,18818,0.679958570688762
188,18819,0.416850077679959
188,18820,0.807386069394096
188,18821,0.815963231486277
188,18822,0.643934489901605
188,18823,0.793144743656137
188,18824,0.809781201450026
188,18825,0.828165458311756
188,18826,0.787480580010357
188,18827,0.777576385292595
188,18828,0.478152511651994
188,18829,0.7805217503884
188,18830,0.663872345934749
188,18831,0.888885292594511
188,18832,0.833570688762299
188,18833,0.868688503366132
188,18834,0.784179181771103
188,18835,0.446918694976696
188,18836,0.912836613153806
188,18837,0.855418177110306
188,18838,0.909017348524081
188,18839,0.583149922320041
188,18840,0.750712066286898
188,18841,0.827971258415329
188,18843,0.545572242361471
188,18844,0.636069394096323
188,18845,0.779809684101502
188,18846,0.877718798549974
188,18847,0.755049197307095
188,18848,0.744821336095287
188,18849,0.84091791817711
188,18850,0.411347747281201
188,18851,0.837940186431901
188,18852,0.885616261004661
188,18853,0.871957534955981
188,18854,0.808162868979803
188,18855,0.783693682030036
188,18856,0.650925686172967
188,18857,0.811593733816675
188,18858,0.69222553081305
188,18859,0.874158467115484
188,18860,0.749546866908338
188,18861,0.924520973588814
188,18862,0.239480838943553
188,18863,0.765277058518902
188,18864,0.741455204557224
188,18865,0.844963749352667
188,18866,0.76359399274987
188,18867,0.902123252200932
188,18868,0.866519937856033
188,18870,0.900569653029518
188,18871,0.832729155877784
188,18872,0.895002589331952
